브랜드,isAnchor,fit,소재,정규화실루엣,성별,product,size,총장,허리단면,엉덩이단면,허벅지단면,밑위,밑단단면,비고
탑텐,true,슬림,denim,slim,여성,여성) COOL 슬림 스트레이트 데님,XS(24),93.3,32,41.25,25.2,25.3,16.4,탑텐 매핑 둘레÷2·총장=총기장·인심69
탑텐,true,슬림,denim,slim,여성,여성) COOL 슬림 스트레이트 데님,XS(25),93.9,33.25,42.5,25.85,25.9,16.7,탑텐 매핑 둘레÷2·총장=총기장·인심69
탑텐,true,슬림,denim,slim,여성,여성) COOL 슬림 스트레이트 데님,S(26),94.5,34.5,43.75,26.5,26.5,17,탑텐 매핑 둘레÷2·총장=총기장·인심69
탑텐,true,슬림,denim,slim,여성,여성) COOL 슬림 스트레이트 데님,M(27),95.1,35.75,45,27.15,27.1,17.3,탑텐 매핑 둘레÷2·총장=총기장·인심69
탑텐,true,슬림,denim,slim,여성,여성) COOL 슬림 스트레이트 데님,M(28),95.7,37,46.25,27.8,27.7,17.6,탑텐 매핑 둘레÷2·총장=총기장·인심69
탑텐,true,슬림,denim,slim,여성,여성) COOL 슬림 스트레이트 데님,L(29),96.3,38.25,47.5,28.45,28.3,17.9,탑텐 매핑 둘레÷2·총장=총기장·인심69
탑텐,true,슬림,denim,slim,여성,여성) COOL 슬림 스트레이트 데님,L(30),96.9,39.5,48.75,29.1,28.9,18.2,탑텐 매핑 둘레÷2·총장=총기장·인심69
탑텐,true,슬림,denim,slim,여성,여성) COOL 슬림 스트레이트 데님,XL(31),97.5,40.75,50,29.75,29.5,18.5,탑텐 매핑 둘레÷2·총장=총기장·인심69
탑텐,true,슬림,denim,slim,여성,여성) COOL 슬림 스트레이트 데님,XL(32),98.1,42,51.25,30.4,30.1,18.8,탑텐 매핑 둘레÷2·총장=총기장·인심69
탑텐,true,와이드,slacks,wide,여성,여성) 컴포트 와이드 이지 슬랙스,XS(25),99.4,33.25,46.75,30.6,27.4,26,탑텐 매핑 둘레÷2·총장=총기장·인심72.5
탑텐,true,와이드,slacks,wide,여성,여성) 컴포트 와이드 이지 슬랙스,S(26),100,34.5,48,31.25,28,26.5,탑텐 매핑 둘레÷2·총장=총기장·인심72.5
탑텐,true,와이드,slacks,wide,여성,여성) 컴포트 와이드 이지 슬랙스,M(27),100.6,35.75,49.25,31.9,28.6,27,탑텐 매핑 둘레÷2·총장=총기장·인심72.5
탑텐,true,와이드,slacks,wide,여성,여성) 컴포트 와이드 이지 슬랙스,M(28),101.2,37,50.5,32.55,29.2,27.5,탑텐 매핑 둘레÷2·총장=총기장·인심72.5
탑텐,true,와이드,slacks,wide,여성,여성) 컴포트 와이드 이지 슬랙스,L(29),101.8,38.25,51.75,33.2,29.8,28,탑텐 매핑 둘레÷2·총장=총기장·인심72.5
탑텐,true,와이드,slacks,wide,여성,여성) 컴포트 와이드 이지 슬랙스,L(30),102.4,39.5,53,33.85,30.4,28.5,탑텐 매핑 둘레÷2·총장=총기장·인심72.5
탑텐,true,와이드,slacks,wide,여성,여성) 컴포트 와이드 이지 슬랙스,XL(31),103,40.75,54.25,34.5,31,29,탑텐 매핑 둘레÷2·총장=총기장·인심72.5
탑텐,true,와이드,slacks,wide,여성,여성) 컴포트 와이드 이지 슬랙스,XL(32),103.6,42,55.5,35.15,31.6,29.5,탑텐 매핑 둘레÷2·총장=총기장·인심72.5
